Codice comparto;Indirizzo;Carraio;Fronte;Insegna;Anno inizio attivita;Mese inizio attivita;Tipologia merceologica;Descrizione ripartizione;Dettaglio ripartizione;Categoria merceologica;Prevalente;Tipologia locale;Mq tot locale;Mq tot vendita;Tipologia addensamento;Nome addensamento;Sezione censimento;Zona statistica;Numero Circoscrizione;Sezione elettorale;Cap;DO_Y;DO_X
CF;VIA FOLIGNO 99/C;0;0;;2007;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;31634;40;20;N;NEGOZIO;1968;48;5;0;10149;45.1007159927996;7.65908692158938
CF;VIA FORLI' 158/B;0;0;;2011;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;114992;225;15;;NEGOZIO;1968;48;5;0;10149;45.1007654656943;7.65839025384244
CF;VIA FORLI' 75/A;0;0;;2009;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Oggetti preziosi;S;109210;40;15;N;NEGOZIO;1985;48;5;0;10149;45.0953157402505;7.65411109064566
CF;VIA FORLI' 75/A;0;0;;2009;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;109210;40;15;N;NEGOZIO;1985;48;5;0;10149;45.0953157402505;7.65411109064566
CF;VIA FORLI' 77;0;0;;2011;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;116216;65;65;;NEGOZIO;1985;48;5;497;10149;45.0954337771401;7.65421397947591
CF;VIA FORLI' 77/A;0;0;;2006;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;66584;.;15;N;NEGOZIO;1985;48;5;0;10149;45.0954035967372;7.65419202848041
CF;VIA FORNACA FRATELLI 28/B;1;0;;2003;6;MISTA;MEDIE STRUTTURE;Medie strutture di vendita;Supermercato;S;14478;458;.;N;NEGOZIO;2889;52;3;0;10142;45.066642696986;7.62202999587489
CF;VIA FOSSATA 101;0;0;;2004;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;15142;150;.;N;NEGOZIO;1844;43;5;446;10147;45.0989887456957;7.68527438766754
CF;VIA FOSSATA 101;0;0;;2004;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;15142;150;.;N;NEGOZIO;1844;43;5;446;10147;45.0989887456957;7.68527438766754
CF;VIA FOSSATA 101;0;0;;2009;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;107001;200;120;N;NEGOZIO;1844;43;5;446;10147;45.0989887456957;7.68527438766754
CF;VIA FOSSATA 101;0;0;;2009;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;107001;200;120;N;NEGOZIO;1844;43;5;446;10147;45.0989887456957;7.68527438766754
CF;VIA FOSSATA 70 int. 3;0;0;;2001;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;21872;150;.;;NEGOZIO;1695;39;6;577;10155;45.0969010005939;7.68709972037718
CF;VIA FOSSATA 74;1;0;;2002;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;12126;80;.;;NEGOZIO;1695;39;6;577;10155;45.0969352582834;7.68655232300224
CF;VIA FRANCESCA SAVERIA CABRINI 12/C;0;0;;1976;5;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panificio;S;35603;16;.;;NEGOZIO;3596;90;10;0;10135;45.0145158941067;7.62235915502408
CF;VIA FRANCESCA SAVERIA CABRINI 7/C;0;0;;2001;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;25661;28;.;;NEGOZIO;2640;90;10;0;10135;45.0147867558207;7.62271108056505
CF;VIA FRANCESCA SAVERIA CABRINI 7/C;0;0;;2001;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;N;25661;28;.;;NEGOZIO;2640;90;10;0;10135;45.0147867558207;7.62271108056505
CF;VIA FRANCESCA SAVERIA CABRINI 8/B;1;0;;2009;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;N;107626;100;20;N;;2639;90;10;0;10135;45.0149386117775;7.62258678569987
CF;VIA FRANCESCA SAVERIA CABRINI 8/B;1;0;;2009;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;S;107626;100;20;N;;2639;90;10;0;10135;45.0149386117775;7.62258678569987
CF;VIA FRANCESCA SAVERIA CABRINI 8/B;1;0;;2011;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;114927;100;20;;NEGOZIO;2639;90;10;0;10135;45.0149386117775;7.62258678569987
CF;VIA FRANCESCA SAVERIA CABRINI 8/B;1;0;;2011;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;114927;100;20;;NEGOZIO;2639;90;10;0;10135;45.0149386117775;7.62258678569987
CF;VIA FRANCESCO BARACCA 25/A;1;0;;2002;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;35306;70;.;;NEGOZIO;1841;43;5;0;10147;45.0993274847593;7.6817586268632
CF;VIA FRANCESCO BARACCA 33;1;0;;1991;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;8971;136;.;;NEGOZIO;1838;43;5;443;10147;45.1000557081942;7.68187042823683
CF;VIA FRANCESCO CIGNA 1;1;0;;1987;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;1209;54;.;;NEGOZIO;504;12;7;656;10152;45.0797236395325;7.67650315517207
CF;VIA FRANCESCO CIGNA 100/A;0;0;;1987;8;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Extralimentari;S;3782;289;.;;NEGOZIO;1725;39;6;0;10155;45.0906791222238;7.68456620993816
CF;VIA FRANCESCO CIGNA 102/A;0;0;;1995;10;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Extralimentari;S;3779;1850;.;;NEGOZIO;1725;39;6;0;10155;45.0908734298445;7.68470500521781
CF;VIA FRANCESCO CIGNA 108/A;1;0;;2000;6;EXTRALIMENTARI;MEDIE STRUTTURE;Medie strutture di vendita;Extralimentari;S;3781;399;.;;NEGOZIO;1725;39;6;0;10155;45.0913129903712;7.68501899415605
CF;VIA FRANCESCO CIGNA 118;0;0;;1976;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;112890;116;100;;NEGOZIO;1716;39;6;575;10155;45.092690543056;7.6860052238995
CF;VIA FRANCESCO CIGNA 122/A;0;0;;2010;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Casalinghi - Igiene casa e persona;S;111993;48;48;;NEGOZIO;1716;39;6;0;10155;45.0930159279841;7.6862375684415
CF;VIA FRANCESCO CIGNA 12/C;1;0;;1999;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Autoveicoli e motoveicoli;S;38052;226;.;N;NEGOZIO;488;12;7;0;10152;45.0809330661694;7.6776055532911
CF;VIA FRANCESCO CIGNA 12/C;1;0;;1999;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Vendita al dettaglio di cose antiche ed usate;N;38052;226;.;N;NEGOZIO;488;12;7;0;10152;45.0809330661694;7.6776055532911
CF;VIA FRANCESCO CIGNA 15/A;1;0;;1995;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Elettronica;S;11176;90;.;;NEGOZIO;487;12;7;0;10152;45.0809789356377;7.67742416282492
CF;VIA FRANCESCO CIGNA 15/E;0;0;;2006;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;97740;.;80;N;NEGOZIO;487;12;7;0;10152;45.0811737889727;7.67756421995187
CF;VIA FRANCESCO CIGNA 177/A;1;0;;2003;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Carburanti;S;31683;30;.;;NEGOZIO;3322;39;6;0;10155;45.0967738149979;7.6885810349071
CF;VIA FRANCESCO CIGNA 179/A;1;0;;2003;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;25222;9;.;;NEGOZIO;3322;39;6;0;10155;45.0969979656667;7.6887416449589
CF;VIA FRANCESCO CIGNA 18/B;1;0;;1980;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;3619;50;.;;NEGOZIO;488;12;7;0;10152;45.0816724740716;7.67813391824364
CF;VIA FRANCESCO CIGNA 2;0;0;;1999;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;665;210;.;;NEGOZIO;505;12;7;656;10152;45.0796636781565;7.67682699055186
CF;VIA FRANCESCO CIGNA 21;1;0;;1991;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;20933;32;.;;NEGOZIO;487;12;7;656;10152;45.0817199079721;7.67795384928897
CF;VIA FRANCESCO CIGNA 211;1;0;;2005;2;ALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio in spaccio interno;Alimentari;S;16900;.;12;N;SPACCIO;3322;39;6;577;10155;45.0982643514973;7.68964643922445
CF;VIA FRANCESCO CIGNA 21/B;0;0;;2006;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;67106;.;50;N;NEGOZIO;487;12;7;0;10152;45.0816751420775;7.67792194826493
CF;VIA FRANCESCO CIGNA 23/D;0;0;;2008;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Fiori e piante;S;22997;.;37;N;NEGOZIO;487;12;7;0;10152;45.0818723681122;7.67806251306647
CF;VIA FRANCESCO CIGNA 29/A;0;0;;1995;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Carburanti;S;21981;40;.;;NEGOZIO;475;12;7;0;10152;45.082424979939;7.67843229497919
CF;VIA FRANCESCO CIGNA 2/D;0;0;;2003;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;15544;30;.;N;NEGOZIO;505;12;7;0;10152;45.0796075398275;7.67678707012016
CF;VIA FRANCESCO CIGNA 32;0;0;;1999;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;11151;55;.;;NEGOZIO;476;12;7;656;10152;45.0823861943122;7.6787724782889
CF;VIA FRANCESCO CIGNA 32;0;0;;1999;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;13788;40;.;N;NEGOZIO;476;12;7;656;10152;45.0823861943122;7.6787724782889
CF;VIA FRANCESCO CIGNA 32;0;0;;1999;11;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Latteria;S;13788;40;.;N;NEGOZIO;476;12;7;656;10152;45.0823861943122;7.6787724782889
CF;VIA FRANCESCO CIGNA 32;0;0;;2011;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;118147;90;35;;NEGOZIO;476;12;7;656;10152;45.0823861943122;7.6787724782889
CF;VIA FRANCESCO CIGNA 32/D;0;0;;2001;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mobili;S;5098;50;.;;NEGOZIO;476;12;7;0;10152;45.0824123158815;7.67879102410712
CF;VIA FRANCESCO CIGNA 33/A;0;0;;2001;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Abbigliamento;S;14750;17;.;;NEGOZIO;465;12;7;0;10152;45.0830609179676;7.67891242206673
CF;VIA FRANCESCO CIGNA 33/E;0;0;;2010;3;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panetteria;S;26033;79;39;;NEGOZIO;465;12;7;0;10152;45.0831503821407;7.67897821092938
CF;VIA FRANCESCO CIGNA 34/B;0;0;;2008;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;40411;48;40;N;NEGOZIO;476;12;7;0;10152;45.0825189169039;7.67886670893783
CF;VIA FRANCESCO CIGNA 36/A;0;0;;1996;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;30671;28;.;;NEGOZIO;476;12;7;0;10152;45.0825519000042;7.67889011557152
CF;VIA FRANCESCO CIGNA 37/D;0;0;;1975;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;1512;50;.;;NEGOZIO;465;12;7;0;10152;45.0834267640849;7.67918146819352
CF;VIA FRANCESCO CIGNA 38/B;0;0;;1994;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari generici;S;25911;46;.;;NEGOZIO;476;12;7;0;10152;45.0826750015028;7.67897750392886
CF;VIA FRANCESCO CIGNA 40/B;0;0;;1989;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Carburanti;S;3964;21;.;;NEGOZIO;466;12;7;0;10152;45.0830171611969;7.67922919157929
CF;VIA FRANCESCO CIGNA 41;1;0;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;24546;24;.;;NEGOZIO;459;12;7;661;10152;45.0838543081731;7.6794809381773
CF;VIA FRANCESCO CIGNA 41/B;0;0;;2007;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Calzature;S;100991;.;6;N;NEGOZIO;459;12;7;0;10152;45.0837817756027;7.67942907763934
CF;VIA FRANCESCO CIGNA 41/E;0;0;;2001;2;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mista;S;31820;31;.;;NEGOZIO;459;12;7;0;10152;45.0838813648261;7.67949939970113
CF;VIA FRANCESCO CIGNA 42;1;0;;2010;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;113064;18;18;;NEGOZIO;466;12;7;661;10152;45.0833273550461;7.67944817590651
CF;VIA FRANCESCO CIGNA 42;1;0;;2010;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Macelleria;N;113064;18;18;;NEGOZIO;466;12;7;661;10152;45.0833273550461;7.67944817590651
CF;VIA FRANCESCO CIGNA 42/C;0;0;;1989;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Tabacchi;S;17935;26;.;;NEGOZIO;466;12;7;0;10152;45.0832430575165;7.67938778155737
CF;VIA FRANCESCO CIGNA 42/F;0;0;;2007;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Calzature;S;99133;30;25;N;NEGOZIO;466;12;7;0;10152;45.0833505465136;7.67946478225497
CF;VIA FRANCESCO CIGNA 43/C;0;0;;1997;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;10230;61;.;;NEGOZIO;459;12;7;0;10152;45.0840149523834;7.67959375425475
CF;VIA FRANCESCO CIGNA 44/A;0;0;;2002;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;18973;66;.;;NEGOZIO;460;12;7;0;10152;45.0835639294623;7.67948553231427
CF;VIA FRANCESCO CIGNA 44/D;0;0;;2002;3;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;38036;12;.;;NEGOZIO;460;12;7;0;10152;45.0836788169345;7.67956712801977
CF;VIA FRANCESCO CIGNA 44/E;0;0;;1988;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;20622;15;.;;NEGOZIO;460;12;7;0;10152;45.0837025968669;7.67958402590864
CF;VIA FRANCESCO CIGNA 44/G;0;0;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;17877;10;.;;NEGOZIO;460;12;7;0;10152;45.0837552573871;7.67962142716837
CF;VIA FRANCESCO CIGNA 45/B;0;0;;2001;6;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;26256;34;.;;NEGOZIO;459;12;7;0;10152;45.084090481433;7.67964708364516
CF;VIA FRANCESCO CIGNA 45/D;0;0;;2007;2;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;98984;30;10;N;NEGOZIO;459;12;7;661;10152;45.0841707572067;7.67970377267251
CF;VIA FRANCESCO CIGNA 45/D;0;0;;2012;1;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pizza al taglio;S;115775;35;2;;NEGOZIO;459;12;7;661;10152;45.0841707572067;7.67970377267251
CF;VIA FRANCESCO CIGNA 46/F;0;0;;2010;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;110555;45;25;;NEGOZIO;460;12;7;0;10152;45.0838902851013;7.67971733692306
CF;VIA FRANCESCO CIGNA 48;0;0;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;26274;70;.;;NEGOZIO;460;12;7;661;10152;45.0840927402241;7.67986113449506
CF;VIA FRANCESCO CIGNA 48;0;0;;2009;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;107723;75;42;N;NEGOZIO;460;12;7;661;10152;45.0840927402241;7.67986113449506
CF;VIA FRANCESCO CIGNA 48;0;0;;2009;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;107723;75;42;N;NEGOZIO;460;12;7;661;10152;45.0840927402241;7.67986113449506
CF;VIA FRANCESCO CIGNA 48/G;0;0;;1990;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Quotidiani e periodici;S;8475;45;.;;NEGOZIO;460;12;7;0;10152;45.0841199780848;7.67988048154725
CF;VIA FRANCESCO CIGNA 48/G;0;0;;1991;5;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;8476;45;.;;NEGOZIO;460;12;7;0;10152;45.0841199780848;7.67988048154725
CF;VIA FRANCESCO CIGNA 49/F;0;0;;2009;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;28690;58;30;N;NEGOZIO;1096;24;7;0;10152;45.0856547814012;7.68076449795648
CF;VIA FRANCESCO CIGNA 49/F;0;0;;2009;9;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Latteria;S;28690;58;30;N;NEGOZIO;1096;24;7;0;10152;45.0856547814012;7.68076449795648
CF;VIA FRANCESCO CIGNA 4/A;0;0;;1975;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;33803;107;.;;NEGOZIO;505;12;7;0;10152;45.0797304177634;7.67687444207069
CF;VIA FRANCESCO CIGNA 4 bis;0;0;;2010;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;113190;25;22;;NEGOZIO;505;12;7;656;10152;45.0799420003166;7.6770248824927
CF;VIA FRANCESCO CIGNA 4 bis/A;0;0;;1992;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Elettronica;S;9149;30;28;;NEGOZIO;505;12;7;0;10152;45.0798787098026;7.67697987940589
CF;VIA FRANCESCO CIGNA 4 bis/D;0;0;;1986;9;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panificio;S;38949;26;.;;NEGOZIO;505;12;7;0;10152;45.080005726313;7.67707018055813
CF;VIA FRANCESCO CIGNA 53/D;0;0;;2007;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;24639;60;40;N;NEGOZIO;1096;24;7;0;10152;45.0858946409573;7.68093276719225
CF;VIA FRANCESCO CIGNA 53/D;0;0;;2007;1;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Farmacia;S;24639;60;40;N;NEGOZIO;1096;24;7;0;10152;45.0858946409573;7.68093276719225
CF;VIA FRANCESCO CIGNA 55;0;0;;2011;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;116672;65;60;;NEGOZIO;1092;24;7;693;10152;45.0861222030731;7.68109395086376
CF;VIA FRANCESCO CIGNA 55;0;0;;2011;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Profumeria;S;116880;18;12;;NEGOZIO;1092;24;7;693;10152;45.0861222030731;7.68109395086376
CF;VIA FRANCESCO CIGNA 56/D;0;0;;1988;6;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Panificio;S;29177;36;.;N;NEGOZIO;1097;24;7;0;10152;45.0855458837134;7.68089975197868
CF;VIA FRANCESCO CIGNA 57;0;0;;2010;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;99;N;121427;45;40;;;1092;24;7;693;10152;45.0862363530436;7.68117648518765
CF;VIA FRANCESCO CIGNA 57;0;0;;2010;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Quotidiani e periodici;S;121427;45;40;;;1092;24;7;693;10152;45.0862363530436;7.68117648518765
CF;VIA FRANCESCO CIGNA 57;0;0;;2010;9;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;121417;45;40;;;1092;24;7;693;10152;45.0862363530436;7.68117648518765
CF;VIA FRANCESCO CIGNA 59;0;0;;2000;12;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;13898;40;.;;NEGOZIO;1092;24;7;693;10152;45.086347216735;7.68125663032102
CF;VIA FRANCESCO CIGNA 59/A;0;0;;1999;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;S;37979;25;.;;NEGOZIO;1092;24;7;0;10152;45.0863158993749;7.68123399573285
CF;VIA FRANCESCO CIGNA 59/B;0;0;;2001;7;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Non alimentari generici;S;23085;30;.;;NEGOZIO;1092;24;7;0;10152;45.0863880656949;7.68128617416976
CF;VIA FRANCESCO CIGNA 61;0;0;;2012;4;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Telefonia;S;120626;42;42;;NEGOZIO;1092;24;7;693;10152;45.0864990201849;7.68136639387314
CF;VIA FRANCESCO CIGNA 61/A;0;0;;2011;11;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Ferramenta;S;6857;22;22;;NEGOZIO;1092;24;7;0;10152;45.086454503973;7.68133420230997
CF;VIA FRANCESCO CIGNA 61/C;0;0;;1975;7;ALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Pasticceria;S;20707;16;.;;NEGOZIO;1092;24;7;0;10152;45.0865146334159;7.68137767416037
CF;VIA FRANCESCO CIGNA 6/A;0;0;;2011;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Cartolerie;S;24103;45;42;N;NEGOZIO;505;12;7;0;10152;45.0800418054732;7.67709583881496
CF;VIA FRANCESCO CIGNA 6/A;0;0;;2011;8;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Quotidiani e periodici;S;24102;45;42;N;NEGOZIO;505;12;7;0;10152;45.0800418054732;7.67709583881496
CF;VIA FRANCESCO CIGNA 77/C;0;0;;2010;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari;S;32876;54;54;;NEGOZIO;1065;24;7;0;10152;45.0878399176121;7.68232480881835
CF;VIA FRANCESCO CIGNA 77/C;0;0;;2010;3;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Extralimentari;N;32876;54;54;;NEGOZIO;1065;24;7;0;10152;45.0878399176121;7.68232480881835
CF;VIA FRANCESCO CIGNA 8/C;1;0;;1994;10;EXTRALIMENTARI;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Mobili;S;5097;106;.;N;NEGOZIO;488;12;7;0;10152;45.0803733512929;7.67720564976506
CF;VIA FRANCESCO CILEA 8;0;0;;2003;2;EXTRALIMENTARI;COSE ANTICHE E USATE;Vend.ingrosso di cose antiche ed usate;Autoveicoli e motoveicoli;S;120744;.;30;;;3608;41;6;601;10154;45.0972376306501;7.70489909580412
CF;VIA FRANCESCO CIRIO 9;0;0;;2010;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Autoveicoli e motoveicoli;S;112039;.;.;;;466;12;7;661;10152;45.0829401804645;7.68089200212368
CF;VIA FRANCESCO CIRIO 9;0;0;;2010;5;EXTRALIMENTARI;FORME SPECIALI DI VENDITA;Vend.dettaglio per corrispond./TV/altro sistema;Vendita al dettaglio di cose antiche ed usate;N;112039;.;.;;;466;12;7;661;10152;45.0829401804645;7.68089200212368
CF;VIA FRANCESCO DE SANCTIS 100/A;0;0;;2010;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Alimentari annessi ad altra attivita;N;113056;55;40;;NEGOZIO;2751;63;3;0;10142;45.0668331588665;7.62107052829235
CF;VIA FRANCESCO DE SANCTIS 100/A;0;0;;2010;10;MISTA;PICCOLE STRUTTURE;Vend.dettaglio con superf. fino a mq 250;Articoli per animali;S;113056;55;40;;NEGOZIO;2751;63;3;0;10142;45.0668331588665;7.62107052829235
